web-scraper-order,web-scraper-start-url,bag,bag-href,metin,tarih
"1549391010-442","http://www.hurriyet.com.tr/arama/#/?page=29&key=ibm&where=/&how=Article&platform=/&isDetail=false","Robotlar işimizi elimizden alacak                                 Yaptığınız işi bir robota devredip işsiz kalmaya hazır mısınız? Bilim kurgu ya da akademik bir tartışma değil; somut araştırmalar bunu söylüyor. 2025 gibi erken bir tarihte bugün insanların yaptığı işlerin bir kısmını robotlar ya da makineler devralacak. İşte robotların devralmaya hazırlandığı bazı işler...","http://www.hurriyet.com.tr/kelebek/hayat/robotlar-isimizi-elimizden-alacak-30102322","Yaptığınız işi bir robota devredip işsiz kalmaya hazır mısınız? Bilim kurgu ya da akademik bir tartışma değil; somut araştırmalar bunu söylüyor. 2025 gibi erken bir tarihte bugün insanların yaptığı işlerin bir kısmını robotlar ya da makineler devralacak. İşte robotların devralmaya hazırlandığı bazı işler...","17.09.2015 - 16:59"
"1549419344-674","http://www.hurriyet.com.tr/arama/#/?page=4&key=ibm&where=/&how=Article&platform=/&isDetail=false","ÖRAV yarışmasının sonuçları açıklandı                                 Öğretmen Akademisi Vakfı (ÖRAV) ve ABD merkezli bir teknoloji şirketinin işbirliğiyle düzenlenen ‘Tasarla, Paylaş, Kazandır’ yarışmasının kazananları belli oldu. İlk 5’e giren öğretmenler 6 bin TL ödülü, okullarının bilim derslerine katkı sağlamak için kullanacak.","http://www.hurriyet.com.tr/egitim/orav-yarismasinin-sonuclari-aciklandi-41050803","Öğretmen Akademisi Vakfı (ÖRAV) ve ABD merkezli bir teknoloji şirketinin işbirliğiyle düzenlenen ‘Tasarla, Paylaş, Kazandır’ yarışmasının kazananları belli oldu. İlk 5’e giren öğretmenler 6 bin TL ödülü, okullarının bilim derslerine katkı sağlamak için kullanacak.","13.12.2018 - 11:57"
"1549399421-511","http://www.hurriyet.com.tr/arama/#/?page=22&key=ibm&where=/&how=Article&platform=/&isDetail=false","2017'de dünyayı değiştirecek 10 teknoloji trendi                                 Mobil cihazlar, uygulamalar, sosyal medya ve bağlantı teknolojilerinin birbirine bağlı biçimde yükselişi geçtiğimiz yıl hız kesmedi ve görünen o ki 2017’ye de en önemli yenilikleri bu alanlarda göreceğiz. Bunlara ek olarak sürücüsüz otomobiller, drone’lar, asistan robotlar, yapay zeka, nesnelerin interneti, artırılmış gerçeklik ile sanal gerçeklik 2017’de dünyayı değiştirmeye devam edecek.","http://www.hurriyet.com.tr/teknoloji/2017de-dunyayi-degistirecek-10-teknoloji-trendi-40334937","Mobil cihazlar, uygulamalar, sosyal medya ve bağlantı teknolojilerinin birbirine bağlı biçimde yükselişi geçtiğimiz yıl hız kesmedi ve görünen o ki 2017’ye de en önemli yenilikleri bu alanlarda göreceğiz. Bunlara ek olarak sürücüsüz otomobiller, drone’lar, asistan robotlar, yapay zeka, nesnelerin interneti, artırılmış gerçeklik ile sanal gerçeklik 2017’de dünyayı değiştirmeye devam edecek.","13.01.2017 - 09:42"
"1549377522-143","http://www.hurriyet.com.tr/arama/#/?page=69&key=ibm&where=/&how=Article&platform=/&isDetail=false","Krizdeki Komşu'ya Alman yazılım şirketinden yatırım                                 Yunanistan Başbakanı Antonis Samaras, yabancı yatırımcıları ülkeye çekme çabaları kapsamında Alman Yazılım Şirketi'nin (SAP) Yönetim Kurulu Başkanı Jim Hagemann Snabe'i kabul etti.","http://www.hurriyet.com.tr/ekonomi/krizdeki-komsuya-alman-yazilim-sirketinden-yatirim-22902718","Yunanistan Başbakanı Antonis Samaras, yabancı yatırımcıları ülkeye çekme çabaları kapsamında Alman Yazılım Şirketi'nin (SAP) Yönetim Kurulu Başkanı Jim Hagemann Snabe'i kabul etti.","26.03.2013 - 16:14"
"1549391213-444","http://www.hurriyet.com.tr/arama/#/?page=29&key=ibm&where=/&how=Article&platform=/&isDetail=false","Robotlarla iç içe bir yaşam mümkün mü?                                 Evinizi bir robotla paylaşır mıydınız? Veya bir robotla yan yana çalışır mısınız? İnsanlar artık her ikisini de yapmaya başladı. Bu da, hayatımızın artık giderek önemli bir parçası haline gelen makinelerle olan aşk ve nefret ilişkimizi gösteriyor.","http://www.hurriyet.com.tr/teknoloji/robotlarla-ic-ice-bir-yasam-mumkun-mu-30261276","Evinizi bir robotla paylaşır mıydınız? Veya bir robotla yan yana çalışır mısınız? İnsanlar artık her ikisini de yapmaya başladı. Bu da, hayatımızın artık giderek önemli bir parçası haline gelen makinelerle olan aşk ve nefret ilişkimizi gösteriyor.","08.10.2015 - 08:45"
"1549377882-211","http://www.hurriyet.com.tr/arama/#/?page=59&key=ibm&where=/&how=Article&platform=/&isDetail=false","Molekülün fotoğrafını çekmeyi başardılar                                 IBM Zürih araştırma ekibi, bir kum tanesinden milyonlarca defa küçük olan tek bir molekülün fotoğrafını ilk kez çekmeyi başardı.","http://www.hurriyet.com.tr/dunya/molekulun-fotografini-cekmeyi-basardilar-12375548","IBM Zürih araştırma ekibi, bir kum tanesinden milyonlarca defa küçük olan tek bir molekülün fotoğrafını ilk kez çekmeyi başardı.","30.08.2009 - 00:00"
"1549378228-274","http://www.hurriyet.com.tr/arama/#/?page=49&key=ibm&where=/&how=Article&platform=/&isDetail=false","Robot milli takımı kampta                                 Saha, normal futbol sahasının minyatürü. Takımlar kaleci dahil dört oyuncudan oluşuyor. Kurallar, tanımı biraz farklı da olsa bildiğiniz futbol kuralları. Penaltı da var, faul da. 10 yıldır kendi liglerinde kıran kırana mücadele ediyorlar. Tek hedefleri var: 2050’de Dünya Futbol Şampiyonu olan takımla FIFA kurallarıyla maç yapmak ve kazanmak. Yeni yılda İstanbul’da yapılacak ‘Robot olimpiyatları’ için Boğaziçi Üniversitesi’ndeydik. Kampa giren milli takımımızın antrenmanını izledik","http://www.hurriyet.com.tr/kelebek/robot-milli-takimi-kampta-16570453","Saha, normal futbol sahasının minyatürü. Takımlar kaleci dahil dört oyuncudan oluşuyor. Kurallar, tanımı biraz farklı da olsa bildiğiniz futbol kuralları. Penaltı da var, faul da. 10 yıldır kendi liglerinde kıran kırana mücadele ediyorlar. Tek hedefleri var: 2050’de Dünya Futbol Şampiyonu olan takımla FIFA kurallarıyla maç yapmak ve kazanmak. Yeni yılda İstanbul’da yapılacak ‘Robot olimpiyatları’ için Boğaziçi Üniversitesi’ndeydik. Kampa giren milli takımımızın antrenmanını izledik","19.12.2010 - 00:00"
"1549414007-632","http://www.hurriyet.com.tr/arama/#/?page=9&key=ibm&where=/&how=Article&platform=/&isDetail=false","STEM Anadolu öğrencilerinin projeleri melek yatırımcılardan tam not aldı                                 STEM Anadolu öğrencilerinin projeleri melek yatırımcılardan tam not aldı","http://www.hurriyet.com.tr/stem-anadolu-ogrencilerinin-projeleri-melek-yat-40809157","STEM Anadolu öğrencilerinin projeleri melek yatırımcılardan tam not aldı","null"
"1549377527-144","http://www.hurriyet.com.tr/arama/#/?page=69&key=ibm&where=/&how=Article&platform=/&isDetail=false","Sunucu pazarında pazar lideri                                 Dünya sunucu pazarındaki payı yüzde 30,5’e ulaşan IBM,  pazar lideri oldu. Tüm pazarda yıldan yıla gelir artışı yüzde 17,9 olarak gerçekleşirken, IBM, gelirlerini yüzde 24,5 oranında artırarak, ortalamanın üzerinde performans gösterdi. IBM, sunucu pazarında bugüne kadar gözlemlenen en yüksek artış rakamını sağladı.","http://www.hurriyet.com.tr/teknoloji/sunucu-pazarinda-pazar-lideri-18597661","Dünya sunucu pazarındaki payı yüzde 30,5’e ulaşan IBM,  pazar lideri oldu. Tüm pazarda yıldan yıla gelir artışı yüzde 17,9 olarak gerçekleşirken, IBM, gelirlerini yüzde 24,5 oranında artırarak, ortalamanın üzerinde performans gösterdi. IBM, sunucu pazarında bugüne kadar gözlemlenen en yüksek artış rakamını sağladı.","28.08.2011 - 12:47"
"1549378333-294","http://www.hurriyet.com.tr/arama/#/?page=47&key=ibm&where=/&how=Article&platform=/&isDetail=false","IBM Akademisi ilk mezunlarını verdi","http://www.hurriyet.com.tr/gundem/ibm-akademisi-ilk-mezunlarini-verdi-9254279","","24.06.2008 - 00:00"
"1549397862-497","http://www.hurriyet.com.tr/arama/#/?page=23&key=ibm&where=/&how=Article&platform=/&isDetail=false","IBM ve Yahoo ikinci çeyrek verileri açıkladı                                 ABD'li teknoloji şirketlerinden IBM ve Yahoo, ikinci çeyrek net kar ve gelirini açıkladı.","http://www.hurriyet.com.tr/teknoloji/ibm-ve-yahoodan-ikinci-ceyrek-verileri-acikladi-40154257","ABD'li teknoloji şirketlerinden IBM ve Yahoo, ikinci çeyrek net kar ve gelirini açıkladı.","19.07.2016 - 12:18"
"1549377410-122","http://www.hurriyet.com.tr/arama/#/?page=71&key=ibm&where=/&how=Article&platform=/&isDetail=false","1-2 katlı mütevazi yerler IBM'e yakışmaz                                 Ulaştırma, Denizcilik ve Haberleşme Bakanı Binali Yıldırım, Türkiye'nin son 10 yılda ortaya koyduğu gelişmenin ortada olduğunu ancak bilişim sektörünün yüzde 20'lerin altına hiç düşmeyen büyümesiyle diğer tüm alanlara fark attığını ifade etti. İzmir'deki IBM İş Sürekliliği ve Esnekliği Hizmetleri Merkezi'ni ziyaret eden Yıldırım, IBM gibi bir asırlık şirketin Türkiye'de 1-2 kat gibi mütevazi yerlerde faaliyet göstermesini yadırgadığını da belirtti.","http://www.hurriyet.com.tr/gundem/1-2-katli-mutevazi-yerler-ibme-yakismaz-21673037","Ulaştırma, Denizcilik ve Haberleşme Bakanı Binali Yıldırım, Türkiye'nin son 10 yılda ortaya koyduğu gelişmenin ortada olduğunu ancak bilişim sektörünün yüzde 20'lerin altına hiç düşmeyen büyümesiyle diğer tüm alanlara fark attığını ifade etti. İzmir'deki IBM İş Sürekliliği ve Esnekliği Hizmetleri Merkezi'ni ziyaret eden Yıldırım, IBM gibi bir asırlık şirketin Türkiye'de 1-2 kat gibi mütevazi yerlerde faaliyet göstermesini yadırgadığını da belirtti.","11.10.2012 - 12:22"
"1549378297-288","http://www.hurriyet.com.tr/arama/#/?page=48&key=ibm&where=/&how=Article&platform=/&isDetail=false","BAŞKAN ADAYI OBAMA İLE DİLENCİ ''CHANGE'' PEŞİNDE                                 Otobüs durağının yanındaki genç dilenci gelip geçenlerin dikkatini çekiyor. Gencin üstü başı düzgün, dilenciye benzemiyor. Sırtını uzunlamasına cam duvara dayamış, bacakları arasına sıkıştırdığı karton levhada bir de mesajı var.","http://www.hurriyet.com.tr/dunya/baskan-adayi-obama-ile-dilenci-change-pesinde-10013974","Otobüs durağının yanındaki genç dilenci gelip geçenlerin dikkatini çekiyor. Gencin üstü başı düzgün, dilenciye benzemiyor. Sırtını uzunlamasına cam duvara dayamış, bacakları arasına sıkıştırdığı karton levhada bir de mesajı var.","29.09.2008 - 22:41"
"1549377815-198","http://www.hurriyet.com.tr/arama/#/?page=61&key=ibm&where=/&how=Article&platform=/&isDetail=false","Almana Türkiye’de Krispy Kreme ile büyüyecek                                 Dünyaca ünlü Amerikan markası Krispy Kreme’i Türkiye’ye getiren Katar’ın 50 milyar dolar cirolu grubu Almana Group Yönetim Kurulu Başkanı Omar Almana, Krispy Kreme’in şu anda 10 olan mağaza sayısını 2010 yılı sonunda 25’e çıkarmayı planladıklarını söyledi.","http://www.hurriyet.com.tr/ekonomi/almana-turkiye-de-krispy-kreme-ile-buyuyecek-14616859","Dünyaca ünlü Amerikan markası Krispy Kreme’i Türkiye’ye getiren Katar’ın 50 milyar dolar cirolu grubu Almana Group Yönetim Kurulu Başkanı Omar Almana, Krispy Kreme’in şu anda 10 olan mağaza sayısını 2010 yılı sonunda 25’e çıkarmayı planladıklarını söyledi.","04.05.2010 - 14:08"
"1549411375-612","http://www.hurriyet.com.tr/arama/#/?page=12&key=ibm&where=/&how=Article&platform=/&isDetail=false","Anadolu Sigorta Hackathon’un kazananları belli oldu                                 18-19 Kasım tarihleri arasında hayata geçirilen Anadolu Sigorta Hackathon’a 14 ekip halinde 45 yarışmacı katıldı. Yarışmada birinciliği Halit Alptekin, Barış Sermet, Emre Emin ve Kadir Can Ekşi’den oluşan Ravens ekibi alırken; Ebru Diler, Emre Yavuz ve Enes Çankırı’dan oluşan P=NP ekibi ikinci; Hüseyin Yapıcı, Abdülkadir Güvel, Berke Kadam, Deniz Akkuş ve Müge Firdevs Kıran’dan oluşan Boyoz ekibi ise üçüncü oldu.","http://www.hurriyet.com.tr/teknoloji/anadolu-sigorta-hackathonun-kazananlari-belli-oldu-40653892","18-19 Kasım tarihleri arasında hayata geçirilen Anadolu Sigorta Hackathon’a 14 ekip halinde 45 yarışmacı katıldı. Yarışmada birinciliği Halit Alptekin, Barış Sermet, Emre Emin ve Kadir Can Ekşi’den oluşan Ravens ekibi alırken; Ebru Diler, Emre Yavuz ve Enes Çankırı’dan oluşan P=NP ekibi ikinci; Hüseyin Yapıcı, Abdülkadir Güvel, Berke Kadam, Deniz Akkuş ve Müge Firdevs Kıran’dan oluşan Boyoz ekibi ise üçüncü oldu.","22.11.2017 - 10:58"
"1549377219-86","http://www.hurriyet.com.tr/arama/#/?page=76&key=ibm&where=/&how=Article&platform=/&isDetail=false","""İsimsiz"" Android sorunu!                                 Android'i bedava dağıtan Google'ın canını çok sıkacak, yepyeni bir sorun doğuyor.","http://www.hurriyet.com.tr/teknoloji/isimsiz-android-sorunu-22441917","Android'i bedava dağıtan Google'ın canını çok sıkacak, yepyeni bir sorun doğuyor.","25.01.2013 - 12:48"
"1549378095-250","http://www.hurriyet.com.tr/arama/#/?page=54&key=ibm&where=/&how=Article&platform=/&isDetail=false","Apple satışlarını Index’le artıracak                                 Apple’ın Türkiye’deki ikinci distribütörü olarak seçtiği Index Bilgisayar, iPhone dışındaki bütün ürünleri 8 binin üzerindeki bayi kanalıyla Türkiye geneline dağıtacak.","http://www.hurriyet.com.tr/teknoloji/apple-satislarini-index-le-artiracak-21801345","Apple’ın Türkiye’deki ikinci distribütörü olarak seçtiği Index Bilgisayar, iPhone dışındaki bütün ürünleri 8 binin üzerindeki bayi kanalıyla Türkiye geneline dağıtacak.","28.10.2012 - 22:16"
"1549399512-512","http://www.hurriyet.com.tr/arama/#/?page=22&key=ibm&where=/&how=Article&platform=/&isDetail=false","Serdar Kuzuloğlu yazdı: Süper insanların ayak sesleri                                 2017 yılında bizi bekleyen teknolojik gelişmeleri öngörmek hem kolay hem de zor. Kolay kısmı son kullanıcıya yönelik cihazlar. Mesela yeni yılda yeni bir iPhone ile tanışacağız (şaşıran?). Sızan bilgilere göre ön yüzeyindeki tuştan arınmış, daha bombeli bir forma sahip olacak. Yine Apple (ve Samsung) katlanabilir telefon için gizemli bir yarışta. Nokia anavatanı Finlandiya’dan Android yüklenmiş olarak dönmek için gün sayıyor.","http://www.hurriyet.com.tr/kelebek/hayat/serdar-kuzuloglu-yazdi-super-insanlarin-ayak-sesleri-40323042","2017 yılında bizi bekleyen teknolojik gelişmeleri öngörmek hem kolay hem de zor. Kolay kısmı son kullanıcıya yönelik cihazlar. Mesela yeni yılda yeni bir iPhone ile tanışacağız (şaşıran?). Sızan bilgilere göre ön yüzeyindeki tuştan arınmış, daha bombeli bir forma sahip olacak. Yine Apple (ve Samsung) katlanabilir telefon için gizemli bir yarışta. Nokia anavatanı Finlandiya’dan Android yüklenmiş olarak dönmek için gün sayıyor.","31.12.2016 - 15:28"
"1549419649-676","http://www.hurriyet.com.tr/arama/#/?page=3&key=ibm&where=/&how=Article&platform=/&isDetail=false","IBM ABD Patent Listesi'nde 25 yıldır ilk sırada                                 IBM, 2017 yılında 9.043 adet patent alarak ABD’de yılın en çok patent alanlar listesinde bir kez daha birinci oldu. 25 yıldır bu listenin ilk sırasında yer alan IBM, 100 bin patent dönüm noktasını aşmış bulunuyor. Yeni patentler, ABD’nin 47 farklı eyaletinde 8500'ün üzerinde IBM araştırmacısı, mühendis, bilim insanı ve tasarımcıdan oluşan bir gruba verildi.","http://www.hurriyet.com.tr/teknoloji/ibm-abd-patent-listesinde-25-yildir-ilk-sirada-40706610","IBM, 2017 yılında 9.043 adet patent alarak ABD’de yılın en çok patent alanlar listesinde bir kez daha birinci oldu. 25 yıldır bu listenin ilk sırasında yer alan IBM, 100 bin patent dönüm noktasını aşmış bulunuyor. Yeni patentler, ABD’nin 47 farklı eyaletinde 8500'ün üzerinde IBM araştırmacısı, mühendis, bilim insanı ve tasarımcıdan oluşan bir gruba verildi.","11.01.2018 - 12:26"
"1549377958-228","http://www.hurriyet.com.tr/arama/#/?page=58&key=ibm&where=/&how=Article&platform=/&isDetail=false","500 bin şarkı alan MP3 çalar                                 IBM mühendislerinin geliştirdiği yeni teknik sayesinde, 500 bin şarkı depolayabilen ve pil ömrü haftaları bulan MP3 çalarlar üretilebilecek.","http://www.hurriyet.com.tr/dunya/500-bin-sarki-alan-mp3-calar-8687211","IBM mühendislerinin geliştirdiği yeni teknik sayesinde, 500 bin şarkı depolayabilen ve pil ömrü haftaları bulan MP3 çalarlar üretilebilecek.","13.04.2008 - 02:00"
"1549413894-631","http://www.hurriyet.com.tr/arama/#/?page=9&key=ibm&where=/&how=Article&platform=/&isDetail=false","Huawei, FusionCube ile hızlı kurtarma ve iş sürekliliği sağlıyor                                 Huawei, verilerin korunması ve hızla kurtarılması için Veeam Availability Suite’den yararlanan Huawei FusionCube, hiper bütünleşik platform ile oluşturulmuş onaylı bir çözüm kümesini kullanıma sundu. Huawei’in onaylanmış çözümü, işletmelere iş yüklerini korumak ve güçlendirmek için yüksek düzeyde ölçeklendirilebilir ve yönetilmesi kolay bir platform sağlıyor.","http://www.hurriyet.com.tr/teknoloji/huawei-fusioncube-ile-hizli-kurtarma-ve-is-surekliligi-sagliyor-40795135","Huawei, verilerin korunması ve hızla kurtarılması için Veeam Availability Suite’den yararlanan Huawei FusionCube, hiper bütünleşik platform ile oluşturulmuş onaylı bir çözüm kümesini kullanıma sundu. Huawei’in onaylanmış çözümü, işletmelere iş yüklerini korumak ve güçlendirmek için yüksek düzeyde ölçeklendirilebilir ve yönetilmesi kolay bir platform sağlıyor.","05.04.2018 - 10:27"
"1549377348-111","http://www.hurriyet.com.tr/arama/#/?page=74&key=ibm&where=/&how=Article&platform=/&isDetail=false","IBM’den şirketlere vizyon destek sözü                                 IBM, İstanbul’da düzenlediği ’Tivoli Pulse’ toplantısında, şirketler için stratejik önem taşıyan BT servis yönetiminde maliyet ve verimlilik konularını ele aldı.","http://www.hurriyet.com.tr/ekonomi/ibm-den-sirketlere-vizyon-destek-sozu-11749724","IBM, İstanbul’da düzenlediği ’Tivoli Pulse’ toplantısında, şirketler için stratejik önem taşıyan BT servis yönetiminde maliyet ve verimlilik konularını ele aldı.","29.05.2009 - 00:00"
"1549378219-273","http://www.hurriyet.com.tr/arama/#/?page=50&key=ibm&where=/&how=Article&platform=/&isDetail=false","Çiftçi kulübünü tanıttı                                 Son yıllarda GSM sektöründe bir çok farklı yeniliğin yaşandığını anlatan Vodafone Türkiye İcra Kurulu Başkanı Serpil Timuray, “Vodafone Türkiye olarak Türkiye’nin global alanda daha fark yaratması için çalışıyoruz. Bu kapsamda dünyanın vazgeçilmezi tarım sektörüne mobil teknolojilerin de katkıları oluyor. Türkiye’de başlattığımız ‘Çiftçi Kulübü’ kapsamında çiftçinin iş verimini yüzde 12 artırarak yıllık 100 milyon euroluk verimlilik sağladık” dedi.","http://www.hurriyet.com.tr/ekonomi/ciftci-kulubunu-tanitti-22685364","Son yıllarda GSM sektöründe bir çok farklı yeniliğin yaşandığını anlatan Vodafone Türkiye İcra Kurulu Başkanı Serpil Timuray, “Vodafone Türkiye olarak Türkiye’nin global alanda daha fark yaratması için çalışıyoruz. Bu kapsamda dünyanın vazgeçilmezi tarım sektörüne mobil teknolojilerin de katkıları oluyor. Türkiye’de başlattığımız ‘Çiftçi Kulübü’ kapsamında çiftçinin iş verimini yüzde 12 artırarak yıllık 100 milyon euroluk verimlilik sağladık” dedi.","26.02.2013 - 00:00"
"1549401274-527","http://www.hurriyet.com.tr/arama/#/?page=20&key=ibm&where=/&how=Article&platform=/&isDetail=false","""TÜSİAD Bu Gençlikte İŞ Var!"" yarışmasına en çok başvuru İEÜ'den                                 ""TÜSİAD Bu Gençlikte İŞ Var!"" yarışmasına en çok başvuru İEÜ'den","http://www.hurriyet.com.tr/tusiad-bu-genclikte-is-var-yarismasina-en-co-40376414","""TÜSİAD Bu Gençlikte İŞ Var!"" yarışmasına en çok başvuru İEÜ'den","null"
"1549378405-308","http://www.hurriyet.com.tr/arama/#/?page=45&key=ibm&where=/&how=Article&platform=/&isDetail=false","Türk mühendisler 'intevnet'i geliştirdi                                 Bir grup Türk mühendis, Microsoft, Oracle ve IBM gibi uluslararası markaların çözüm ortaklığında, yaklaşık 2,5 yıl süren Ar-Ge çalışmasıyla tüm smart TV teknolojilerini ve yayın sistemlerini tek bir ortamda toplayan ""İntevnet"" adı verilen akıllı kutu geliştirdi. Dünyada ilk defa 4 ayrı yayıncılık teknolojisi tek bir çatı altında toplayan ve televizyon yayıncılığı ile interneti buluşturan sistemle evler dershaneden sinemaya, konser salonundan eğence merkezine dönüşebiliyor.","http://www.hurriyet.com.tr/teknoloji/turk-muhendisler-intevneti-gelistirdi-23772082","Bir grup Türk mühendis, Microsoft, Oracle ve IBM gibi uluslararası markaların çözüm ortaklığında, yaklaşık 2,5 yıl süren Ar-Ge çalışmasıyla tüm smart TV teknolojilerini ve yayın sistemlerini tek bir ortamda toplayan ""İntevnet"" adı verilen akıllı kutu geliştirdi. Dünyada ilk defa 4 ayrı yayıncılık teknolojisi tek bir çatı altında toplayan ve televizyon yayıncılığı ile interneti buluşturan sistemle evler dershaneden sinemaya, konser salonundan eğence merkezine dönüşebiliyor.","20.07.2013 - 13:56"
"1549388628-424","http://www.hurriyet.com.tr/arama/#/?page=31&key=ibm&where=/&how=Article&platform=/&isDetail=false","Üniversiteli ‘hacker’lar ABD'de yarıştı                                 California Üniversitesi (UCLA) öğrencileri tarafından organize edilen yarışmada genç bilişimciler, 36 saat gibi kısa bir sürede tamamlamak şartıyla, uzmanlardan oluşan jüriyi etkileyebilecek bir proje ortaya koymak için ter döktü.","http://www.hurriyet.com.tr/egitim/universiteli-hacker-lar-abdde-yaristi-28667173","California Üniversitesi (UCLA) öğrencileri tarafından organize edilen yarışmada genç bilişimciler, 36 saat gibi kısa bir sürede tamamlamak şartıyla, uzmanlardan oluşan jüriyi etkileyebilecek bir proje ortaya koymak için ter döktü.","07.04.2015 - 09:53"
"1549378342-296","http://www.hurriyet.com.tr/arama/#/?page=47&key=ibm&where=/&how=Article&platform=/&isDetail=false","‘Türk Evi’ne bu kez rüşvet, yolsuzluk girmesin                                 Telefondaki ses telaşlı. İlkin adını vermiyor ama gerek yok, kişi tanıdık, önemli bir meslek cemiyetinin de başkanı. Bir nefeste içini döküyor: “Bir günah işleniyor, siz mani olabilirsiniz.” “Hayrola nedir konu?” “Türk Evi projesinden bazılarının yüklüce komisyon alacağını duyduk. Hem de memleketimizin bugünkü durumunda.”","http://www.hurriyet.com.tr/gundem/turk-evi-ne-bu-kez-rusvet-yolsuzluk-girmesin-19120213","Telefondaki ses telaşlı. İlkin adını vermiyor ama gerek yok, kişi tanıdık, önemli bir meslek cemiyetinin de başkanı. Bir nefeste içini döküyor: “Bir günah işleniyor, siz mani olabilirsiniz.” “Hayrola nedir konu?” “Türk Evi projesinden bazılarının yüklüce komisyon alacağını duyduk. Hem de memleketimizin bugünkü durumunda.”","30.10.2011 - 00:00"
"1549377058-56","http://www.hurriyet.com.tr/arama/#/?page=79&key=ibm&where=/&how=Article&platform=/&isDetail=false","Google'a büyük darbe                                 Pazartesi günü yayımlanan yeni sıralamalara göre, Apple, 153 milyar doların üzerindeki marka değeriyle, dünyanın en değerli markası sıralamasında Google’ı geride bıraktı.","http://www.hurriyet.com.tr/ekonomi/googlea-buyuk-darbe-17742159","Pazartesi günü yayımlanan yeni sıralamalara göre, Apple, 153 milyar doların üzerindeki marka değeriyle, dünyanın en değerli markası sıralamasında Google’ı geride bıraktı.","09.05.2011 - 11:03"
"1549411254-611","http://www.hurriyet.com.tr/arama/#/?page=12&key=ibm&where=/&how=Article&platform=/&isDetail=false","Bilim insanlarından müthiş keşif                                 Bilim insanları, atomda veri saklamayı başardıklarını açıkladı. Kibrit kutusu büyüklüğündeki bir sabit diskte 35 milyon şarkı sığacak!","http://www.hurriyet.com.tr/teknoloji/bilim-insanlarindan-muthis-kesif-40681934","Bilim insanları, atomda veri saklamayı başardıklarını açıkladı. Kibrit kutusu büyüklüğündeki bir sabit diskte 35 milyon şarkı sığacak!","18.12.2017 - 13:47"
"1549418401-666","http://www.hurriyet.com.tr/arama/#/?page=4&key=ibm&where=/&how=Article&platform=/&isDetail=false","KRİPTOPARA – En büyük 10’un sekizi geriledi                                 KRİPTOPARA – En büyük 10’un sekizi geriledi","http://www.hurriyet.com.tr/yerel-haberler/istanbul/merkez/kriptopara-en-buyuk-10un-sekizi-geriledi-40977402","KRİPTOPARA – En büyük 10’un sekizi geriledi","null"
"1549378263-282","http://www.hurriyet.com.tr/arama/#/?page=49&key=ibm&where=/&how=Article&platform=/&isDetail=false","Hangisi daha yeşil?                                 Linux mu Windows mu? Hangisi daha çevreci?","http://www.hurriyet.com.tr/teknoloji/hangisi-daha-yesil-9151263","Linux mu Windows mu? Hangisi daha çevreci?","12.06.2008 - 10:08"
"1549383506-387","http://www.hurriyet.com.tr/arama/#/?page=36&key=ibm&where=/&how=Article&platform=/&isDetail=false","Teknoloji, suçları işlenmeden önleyecek                                 Suçları henüz ortaya çıkmadan öngörerek engellemeye çalışan kriminologlar, ileri teknolojiden faydalanmaya başladı. Umut veren çalışmalar hakkında pek çok ayrıntıyı bu yazımda bulacaksınız.","http://www.hurriyet.com.tr/teknoloji/teknoloji-suclari-islenmeden-onleyecek-23269086","Suçları henüz ortaya çıkmadan öngörerek engellemeye çalışan kriminologlar, ileri teknolojiden faydalanmaya başladı. Umut veren çalışmalar hakkında pek çok ayrıntıyı bu yazımda bulacaksınız.","13.05.2013 - 16:39"
"1549407766-584","http://www.hurriyet.com.tr/arama/#/?page=15&key=ibm&where=/&how=Article&platform=/&isDetail=false","Dünya devlerinin CEO'larına eğitim veren Türk bilim adamından tavsiyeler                                 Dünya devlerinin CEO'larına eğitim veren Türk bilim adamından tavsiyeler","http://www.hurriyet.com.tr/dunya-devlerinin-ceolarina-egitim-veren-turk-b-40575341","Dünya devlerinin CEO'larına eğitim veren Türk bilim adamından tavsiyeler","null"
"1549377051-55","http://www.hurriyet.com.tr/arama/#/?page=79&key=ibm&where=/&how=Article&platform=/&isDetail=false","Bu da ABD’nin telekulak skandalı                                 FBI’ın iç yazışmalarından edinilen bilgiye göre, ajanların 2002 ve 2006 yılları arasında, gerçek olmayan terör tehditlerini öne sürerek ya da telefon şirketlerini ikna ederek 2 binden fazla telefon görüşmesi kaydını ele geçirdiği öğrenildi.","http://www.hurriyet.com.tr/gundem/bu-da-abd-nin-telekulak-skandali-13520947","FBI’ın iç yazışmalarından edinilen bilgiye göre, ajanların 2002 ve 2006 yılları arasında, gerçek olmayan terör tehditlerini öne sürerek ya da telefon şirketlerini ikna ederek 2 binden fazla telefon görüşmesi kaydını ele geçirdiği öğrenildi.","19.01.2010 - 13:27"
