web-scraper-order,web-scraper-start-url,bag,bag-href,metin,tarih
"1549412423-620","http://www.hurriyet.com.tr/arama/#/?page=10&key=ibm&where=/&how=Article&platform=/&isDetail=false","Yüz tanıma teknolojisi beyaz tenlileri daha iyi tanıyor!                                 Yeni bir araştırma, bilineni tekrar ispatladı ve yüz tanıma algoritmalarının beyaz erkekleri daha iyi tanımladığını gösterdi!","http://www.hurriyet.com.tr/teknoloji/yuz-tanima-teknolojisi-beyaz-tenlileri-daha-iyi-taniyor-40741208","Yeni bir araştırma, bilineni tekrar ispatladı ve yüz tanıma algoritmalarının beyaz erkekleri daha iyi tanımladığını gösterdi!","14.02.2018 - 07:14"
"1549377770-189","http://www.hurriyet.com.tr/arama/#/?page=62&key=ibm&where=/&how=Article&platform=/&isDetail=false","Autonomy’yi 11.7 milyar dolara alacak bilgisayar ve tablet üretimini bırakacak                                 ABD’li bilgisayar şirketi Hewlett-Packard (HP), İngiliz yazılım şirketi Autonomy’i 11.7 milyar dolara satın almaya hazırlanıyor.","http://www.hurriyet.com.tr/ekonomi/autonomy-yi-11-7-milyar-dolara-alacak-bilgisayar-ve-tablet-uretimini-birakacak-18533817","ABD’li bilgisayar şirketi Hewlett-Packard (HP), İngiliz yazılım şirketi Autonomy’i 11.7 milyar dolara satın almaya hazırlanıyor.","20.08.2011 - 00:00"
"1549381636-373","http://www.hurriyet.com.tr/arama/#/?page=37&key=ibm&where=/&how=Article&platform=/&isDetail=false","Kıyafet denemeye son!                                 Artık mağazada görüp hoşunuza giden kıyafetleri üzerinize giymeden de deneyebileceksiniz.","http://www.hurriyet.com.tr/gundem/kiyafet-denemeye-son-10515138","Artık mağazada görüp hoşunuza giden kıyafetleri üzerinize giymeden de deneyebileceksiniz.","05.12.2008 - 12:28"
"1549377761-187","http://www.hurriyet.com.tr/arama/#/?page=62&key=ibm&where=/&how=Article&platform=/&isDetail=false","Yapay zeka işimizi elimizden alacak                                 PERYÖN 22. İnsan Yönetimi Kongresi 100’ü aşkın ana ve paralel oturum ve 2 bini aşkın katılımcı ile sona erdi. Kongre kapsamında 7. PERYÖN İnsan Yönetimi Ödülleri ile İK Blog Ödülü de sahiplerini buldu. Kongrenin en ilgi çekici konuklarından biri olan fütürist Ben Hammersley ‘gelecekte iş’i anlattı.","http://www.hurriyet.com.tr/ik-yeni-ekonomi/yapay-zeka-isimizi-elimizden-alacak-27540176","PERYÖN 22. İnsan Yönetimi Kongresi 100’ü aşkın ana ve paralel oturum ve 2 bini aşkın katılımcı ile sona erdi. Kongre kapsamında 7. PERYÖN İnsan Yönetimi Ödülleri ile İK Blog Ödülü de sahiplerini buldu. Kongrenin en ilgi çekici konuklarından biri olan fütürist Ben Hammersley ‘gelecekte iş’i anlattı.","08.11.2014 - 10:56"
"1549420131-680","http://www.hurriyet.com.tr/arama/#/?page=3&key=ibm&where=/&how=Article&platform=/&isDetail=false","TAV/Şener: Yolcu mutluysa havalimanında 10.6 euro fazla harcıyor                                  TAV/Şener: Yolcu mutluysa havalimanında 10.6 euro fazla harcıyor","http://www.hurriyet.com.tr/yerel-haberler/istanbul/merkez/tav-sener-yolcu-mutluysa-havalimaninda-10-6-eu-41012907","TAV/Şener: Yolcu mutluysa havalimanında 10.6 euro fazla harcıyor","null"
"1549404145-553","http://www.hurriyet.com.tr/arama/#/?page=18&key=ibm&where=/&how=Article&platform=/&isDetail=false","Yöneticiler de dijitalleşmeli                                 Dijitalleşme pek çok iş yapış şeklini değiştiriyor. Bu değişime ayak uydurabilmek için başta yöneticiler olmak üzere tüm çalışanların kendi zihniyetlerini değiştirmesi gerekiyor.","http://www.hurriyet.com.tr/ik-yeni-ekonomi/yoneticiler-de-dijitallesmeli-40458502","Dijitalleşme pek çok iş yapış şeklini değiştiriyor. Bu değişime ayak uydurabilmek için başta yöneticiler olmak üzere tüm çalışanların kendi zihniyetlerini değiştirmesi gerekiyor.","15.05.2017 - 13:18"
"1549378402-307","http://www.hurriyet.com.tr/arama/#/?page=45&key=ibm&where=/&how=Article&platform=/&isDetail=false","Bilgiyi bulmak maliyetli iş                                 Şirketlerin doğru bilgiyi aramak ve düzenlemek için harcadığı zamanın maliyeti yıllık 5,7 milyon doları buluyor.","http://www.hurriyet.com.tr/teknoloji/bilgiyi-bulmak-maliyetli-is-16129094","Şirketlerin doğru bilgiyi aramak ve düzenlemek için harcadığı zamanın maliyeti yıllık 5,7 milyon doları buluyor.","28.10.2010 - 14:38"
"1549391839-449","http://www.hurriyet.com.tr/arama/#/?page=28&key=ibm&where=/&how=Article&platform=/&isDetail=false","Teknoloji De Teknolojiye Yenik Düştü                                 TEKNOLOJİ DE TEKNOLOJİYE YENİK DÜŞÜNCE BİLGİSAYARLAR ÇÖP OLDU","http://www.hurriyet.com.tr/teknoloji-de-teknolojiye-yenik-dustu-37195712","Teknoloji De Teknolojiye Yenik Düştü","null"
"1549386773-410","http://www.hurriyet.com.tr/arama/#/?page=32&key=ibm&where=/&how=Article&platform=/&isDetail=false","Steve Ballmer en büyük hatasını açıkladı                                 Microsoft'un eski CEO'su Steve Ballmer, yönetimi sırasında yaptığı en büyük hatayı itiraf etti.","http://www.hurriyet.com.tr/teknoloji/steve-ballmer-en-buyuk-hatasini-acikladi-26023235","Microsoft'un eski CEO'su Steve Ballmer, yönetimi sırasında yaptığı en büyük hatayı itiraf etti.","17.03.2014 - 04:48"
"1549377104-64","http://www.hurriyet.com.tr/arama/#/?page=78&key=ibm&where=/&how=Article&platform=/&isDetail=false","Açık dokümanda yeni dönem","http://www.hurriyet.com.tr/gundem/acik-dokumanda-yeni-donem-9511269","","25.07.2008 - 00:00"
"1549378427-312","http://www.hurriyet.com.tr/arama/#/?page=45&key=ibm&where=/&how=Article&platform=/&isDetail=false","2008’in en iyi icadı evde yapılan DNA testi                                 Time Dergisi yılın en iyi 50 icadını seçti. Dergiye göre, 2008’in en iyi icadı, bu yıl perakende olarak satışa sunulan pratik DNA testi. 399 dolara satın alınabilen paket sayesinde herkes ev ortamında analiz yaparak, genetik olarak 90 hastalık ve rahatsızlığa yakalanma riskini öğrenebiliyor. Test paketi, 600 bin gen kombinasyonunu tanıyıp yorumlayarak, kişinin Alzheimer’a yakalanma ihtimalinden, kel kalma veya kör olma riskine dek birçok konuda tıbbi olasılık bilgisi veriyor. ""23andMe"" adlı testi pazarlayan firmanın sahibi, Google’ın kurucularından Sergey Brin’in eşi Anne Wojcicki.","http://www.hurriyet.com.tr/dunya/2008-in-en-iyi-icadi-evde-yapilan-dna-testi-10310676","Time Dergisi yılın en iyi 50 icadını seçti. Dergiye göre, 2008’in en iyi icadı, bu yıl perakende olarak satışa sunulan pratik DNA testi. 399 dolara satın alınabilen paket sayesinde herkes ev ortamında analiz yaparak, genetik olarak 90 hastalık ve rahatsızlığa yakalanma riskini öğrenebiliyor. Test paketi, 600 bin gen kombinasyonunu tanıyıp yorumlayarak, kişinin Alzheimer’a yakalanma ihtimalinden, kel kalma veya kör olma riskine dek birçok konuda tıbbi olasılık bilgisi veriyor. ""23andMe"" adlı testi pazarlayan firmanın sahibi, Google’ın kurucularından Sergey Brin’in eşi Anne Wojcicki.","11.11.2008 - 20:50"
"1549377441-128","http://www.hurriyet.com.tr/arama/#/?page=71&key=ibm&where=/&how=Article&platform=/&isDetail=false","İki dev adım                                 İki bilişim devinden iki büyük satın alma haberi: HP EDS’yi, IBM FilesX'i satın aldı","http://www.hurriyet.com.tr/teknoloji/iki-dev-adim-8940005","İki bilişim devinden iki büyük satın alma haberi: HP EDS’yi, IBM FilesX'i satın aldı","14.05.2008 - 12:36"
"1549377426-125","http://www.hurriyet.com.tr/arama/#/?page=71&key=ibm&where=/&how=Article&platform=/&isDetail=false","BT güvenliğinde güç birliği                                 Güvenlik çözümleri sağlayıcısı Trend Micro ve Türkiye’nin güvenlik teknolojileri dağıtıcısı Helyum Bilişim, güç birliği yaptıklarını duyurdu.","http://www.hurriyet.com.tr/teknoloji/bt-guvenliginde-guc-birligi-17435961","Güvenlik çözümleri sağlayıcısı Trend Micro ve Türkiye’nin güvenlik teknolojileri dağıtıcısı Helyum Bilişim, güç birliği yaptıklarını duyurdu.","01.04.2011 - 15:19"
"1549392883-457","http://www.hurriyet.com.tr/arama/#/?page=27&key=ibm&where=/&how=Article&platform=/&isDetail=false","Bankaların, telekomcuların, holdinglerin verilerini koruyup arşivliyor                                 AYHAN Bamyacı’nın 2001’de kurduğu Platin Bilişim, bankacılık, telekomünikasyon, sanayi ve perakendeden 500’ye yakın şirkete ‘Veri koruma, email arşivleme, Log yönetimi (SIEM), BT güvenlik sistemleri’ konularında hizmet veriyor.","http://www.hurriyet.com.tr/ekonomi/bankalarin-telekomcularin-holdinglerin-verilerini-koruyup-arsivliyor-40051680","AYHAN Bamyacı’nın 2001’de kurduğu Platin Bilişim, bankacılık, telekomünikasyon, sanayi ve perakendeden 500’ye yakın şirkete ‘Veri koruma, email arşivleme, Log yönetimi (SIEM), BT güvenlik sistemleri’ konularında hizmet veriyor.","09.02.2016 - 09:20"
"1549378072-245","http://www.hurriyet.com.tr/arama/#/?page=55&key=ibm&where=/&how=Article&platform=/&isDetail=false","IBM, sanal ofis ile İzmir'de                                 IBM firması, İzmir'de “sanal ofis” kurduğunu bildirdi.","http://www.hurriyet.com.tr/ekonomi/ibm-sanal-ofis-ile-izmirde-12534890","IBM firması, İzmir'de “sanal ofis” kurduğunu bildirdi.","23.09.2009 - 11:30"
"1549411658-614","http://www.hurriyet.com.tr/arama/#/?page=12&key=ibm&where=/&how=Article&platform=/&isDetail=false","OpenVPN nedir? Nasıl kullanılır?                                 Bilinen en popüler VPN protokolü OpenVPN nedir ve nasıl çalışır? İşte OpenVPN'i merak edenler için kapsamlı bir rehber...","http://www.hurriyet.com.tr/teknoloji/openvpn-nedir-nasil-kullanilir-40693529","Bilinen en popüler VPN protokolü OpenVPN nedir ve nasıl çalışır? İşte OpenVPN'i merak edenler için kapsamlı bir rehber...","29.12.2017 - 08:14"
"1549386296-407","http://www.hurriyet.com.tr/arama/#/?page=33&key=ibm&where=/&how=Article&platform=/&isDetail=false","IBM veriyi ışık kullanarak iletmeyi başardı                                 IBM, 1 saniye içerisinde terabaytlarca bilgiyi transfer edebilecek yeni bir sistem geliştirdi.","http://www.hurriyet.com.tr/gundem/ibm-veriyi-isik-kullanarak-iletmeyi-basardi-8398458","IBM, 1 saniye içerisinde terabaytlarca bilgiyi transfer edebilecek yeni bir sistem geliştirdi.","10.03.2008 - 11:28"
"1549383730-388","http://www.hurriyet.com.tr/arama/#/?page=35&key=ibm&where=/&how=Article&platform=/&isDetail=false","Düşünen makineler yarışacak                                 Makinelerin bilinci olup olmadığı, gelecek hafta test edilecek. Altı ayrı bilgisayar, insanlar tarafından sorguya çekilecek. Verdiği cevaplar insanların verdiğinden ayırt edilemeyen bilgisayar, ilk ""düşünen makine"" ilan edilecek.","http://www.hurriyet.com.tr/dunya/dusunen-makineler-yarisacak-10046800","Makinelerin bilinci olup olmadığı, gelecek hafta test edilecek. Altı ayrı bilgisayar, insanlar tarafından sorguya çekilecek. Verdiği cevaplar insanların verdiğinden ayırt edilemeyen bilgisayar, ilk ""düşünen makine"" ilan edilecek.","06.10.2008 - 00:00"
"1549377809-197","http://www.hurriyet.com.tr/arama/#/?page=61&key=ibm&where=/&how=Article&platform=/&isDetail=false","Forum İstanbul 2008 için geri sayım başladı                                 “2023 Türkiye vizyonu” hareketinin öncülüğünü yapan Forum İstanbul 2008, 23-25 Nisan 2008 tarihlerinde İstanbul'da gerçekleştirilecek.","http://www.hurriyet.com.tr/ekonomi/forum-istanbul-2008-icin-geri-sayim-basladi-8658868","“2023 Türkiye vizyonu” hareketinin öncülüğünü yapan Forum İstanbul 2008, 23-25 Nisan 2008 tarihlerinde İstanbul'da gerçekleştirilecek.","09.04.2008 - 14:54"
"1549391403-445","http://www.hurriyet.com.tr/arama/#/?page=28&key=ibm&where=/&how=Article&platform=/&isDetail=false","Ekonomide teknolojinin rolü                                 İş dünyasından 5000’e yakın profesyonelin katılımıyla 19. kez gerçekleşen SAP Forum İstanbul’da, dijital dönüşümün farklı sektörlere etkileri değerlendirilirken dijital ekonomide teknolojinin rolü masaya yatırıldı.","http://www.hurriyet.com.tr/ekonomi/ekonomide-teknolojinin-rolu-30320510","İş dünyasından 5000’e yakın profesyonelin katılımıyla 19. kez gerçekleşen SAP Forum İstanbul’da, dijital dönüşümün farklı sektörlere etkileri değerlendirilirken dijital ekonomide teknolojinin rolü masaya yatırıldı.","15.10.2015 - 15:17"
"1549378205-270","http://www.hurriyet.com.tr/arama/#/?page=50&key=ibm&where=/&how=Article&platform=/&isDetail=false","CERN, ‘Bilim Bakanlığı’nı sevdi, ‘tam üyelik lobisi’ fırsatı çıktı                                 Bilim, Sanayi ve Teknoloji Bakanı Nihat Ergün, halen Avrupa Nükleer Araştırmalar Merkezi’nde (CERN) gözlemci bilim insanı olarak çalışan Türk heyetinden davet mektubu aldı.","http://www.hurriyet.com.tr/ekonomi/cern-bilim-bakanligi-ni-sevdi-tam-uyelik-lobisi-firsati-cikti-19011684","Bilim, Sanayi ve Teknoloji Bakanı Nihat Ergün, halen Avrupa Nükleer Araştırmalar Merkezi’nde (CERN) gözlemci bilim insanı olarak çalışan Türk heyetinden davet mektubu aldı.","18.10.2011 - 00:00"
"1549378049-240","http://www.hurriyet.com.tr/arama/#/?page=55&key=ibm&where=/&how=Article&platform=/&isDetail=false","ABD'yi sarsan saldırgan Adam Lanza                                 İşte ABD’yi şoke eden katliamı gerçekleştiren Adam Lanza hakkındaki tüm detaylar…","http://www.hurriyet.com.tr/gundem/abdyi-sarsan-saldirgan-adam-lanza-22163819","İşte ABD’yi şoke eden katliamı gerçekleştiren Adam Lanza hakkındaki tüm detaylar…","15.12.2012 - 11:52"
"1549377339-109","http://www.hurriyet.com.tr/arama/#/?page=74&key=ibm&where=/&how=Article&platform=/&isDetail=false","Microsoft'a kötü sürpriz                                 Yıllardır olmayan sonunda oldu, teknoloji devi IBM, Microsoft'u aşağıya itmeyi başardı.","http://www.hurriyet.com.tr/teknoloji/microsofta-kotu-surpriz-18943440","Yıllardır olmayan sonunda oldu, teknoloji devi IBM, Microsoft'u aşağıya itmeyi başardı.","10.10.2011 - 09:44"
"1549401485-529","http://www.hurriyet.com.tr/arama/#/?page=20&key=ibm&where=/&how=Article&platform=/&isDetail=false","Sani Şener ABD’de TAVFACE’i anlattı                                   Sani Şener ABD’de TAVFACE’i anlattı","http://www.hurriyet.com.tr/sani-sener-abdde-tavfacei-anlatti-40374997","Sani Şener ABD’de TAVFACE’i anlattı","null"
"1549377556-149","http://www.hurriyet.com.tr/arama/#/?page=68&key=ibm&where=/&how=Article&platform=/&isDetail=false","Google yine birinci                                 Arama motoru Google, 114.260 milyar dolarlık marka değeriyle “BRANDZ TOP 100” araştırmasında 4’üncü kez liderliği kimseye kaptırmadı. Araştırma yaşanan kriz dönemine rağmen 100 güçlü global markanın dirençlerini koruyarak, borsadan daha iyi performans gösterdiğini de ortaya koydu. Marka değerlerini 2 trilyon doların üzerine çıkaran 100 güçlü marka, son 5 yıla göre yüzde 40 büyümeyi başardı.","http://www.hurriyet.com.tr/teknoloji/google-yine-birinci-14559556","Arama motoru Google, 114.260 milyar dolarlık marka değeriyle “BRANDZ TOP 100” araştırmasında 4’üncü kez liderliği kimseye kaptırmadı. Araştırma yaşanan kriz dönemine rağmen 100 güçlü global markanın dirençlerini koruyarak, borsadan daha iyi performans gösterdiğini de ortaya koydu. Marka değerlerini 2 trilyon doların üzerine çıkaran 100 güçlü marka, son 5 yıla göre yüzde 40 büyümeyi başardı.","28.04.2010 - 16:03"
"1549398815-505","http://www.hurriyet.com.tr/arama/#/?page=22&key=ibm&where=/&how=Article&platform=/&isDetail=false","Bilişim dünyasının kalbi Ankara’da atacak                                 Bilişim dünyasının kalbi Ankara’da atacak","http://www.hurriyet.com.tr/bilisim-dunyasinin-kalbi-ankarada-atacak-40297396","Bilişim dünyasının kalbi Ankara’da atacak","null"
"1549378567-339","http://www.hurriyet.com.tr/arama/#/?page=42&key=ibm&where=/&how=Article&platform=/&isDetail=false","Nintendo Wii U nasıl olacak                                 Uzun zamandır beklenen bu oyun canavarı hakkında dolaşan söylentiler heyecan verici...","http://www.hurriyet.com.tr/teknoloji/nintendo-wii-u-nasil-olacak-19401826","Uzun zamandır beklenen bu oyun canavarı hakkında dolaşan söylentiler heyecan verici...","06.12.2011 - 10:05"
"1549377626-162","http://www.hurriyet.com.tr/arama/#/?page=65&key=ibm&where=/&how=Article&platform=/&isDetail=false","Tarihin en başarısız bilgisayarları","http://www.hurriyet.com.tr/teknoloji/tarihin-en-basarisiz-bilgisayarlari-22902386","","27.03.2013 - 10:51"
"1549377416-123","http://www.hurriyet.com.tr/arama/#/?page=71&key=ibm&where=/&how=Article&platform=/&isDetail=false","İş dünyasının gündemi değişecek                                 IBM tarafından 4 bin 183 üst düzey liderle görüşülerek gercekleştirilen global araştırmanın sonuçlarına göre, iş dünyasının gündeminde büyük değişimler öngörülüyor. Araştırma, karar alıcı ekiplerin bir takım olarak çalıştığı ve birbirlerini anladığı sirketlerin daha başarılı olduğuna dikkat çekiyor. Türkiye Sonuçları “müşterinin kurum üzerindeki etkisi” açısından Türkiye’nin dünya ortalamasının üzerinde olduğunu gösteriyor. Ayrıca, dijital stratejilerini kurum kültürlerine entegre etme başarısı açısından da Türk şirketler dünyadan 2 kat daha ileride.","http://www.hurriyet.com.tr/ekonomi/is-dunyasinin-gundemi-degisecek-25910720","IBM tarafından 4 bin 183 üst düzey liderle görüşülerek gercekleştirilen global araştırmanın sonuçlarına göre, iş dünyasının gündeminde büyük değişimler öngörülüyor. Araştırma, karar alıcı ekiplerin bir takım olarak çalıştığı ve birbirlerini anladığı sirketlerin daha başarılı olduğuna dikkat çekiyor. Türkiye Sonuçları “müşterinin kurum üzerindeki etkisi” açısından Türkiye’nin dünya ortalamasının üzerinde olduğunu gösteriyor. Ayrıca, dijital stratejilerini kurum kültürlerine entegre etme başarısı açısından da Türk şirketler dünyadan 2 kat daha ileride.","28.02.2014 - 10:40"
"1549389311-429","http://www.hurriyet.com.tr/arama/#/?page=30&key=ibm&where=/&how=Article&platform=/&isDetail=false","Artık güç tüketicide                                 İnternetten sonra dünyayı değiştirmesi beklenen büyük veri (big data), şirketler ile tüketiciler arasındaki dengeyi değiştiriyor. Dünyanın en önemli veri bilimcisi olarak gösterilen Andreas Weigend, artık gücün tüketicilere geçtiğini söylüyor.","http://www.hurriyet.com.tr/ekonomi/artik-guc-tuketicide-29124805","İnternetten sonra dünyayı değiştirmesi beklenen büyük veri (big data), şirketler ile tüketiciler arasındaki dengeyi değiştiriyor. Dünyanın en önemli veri bilimcisi olarak gösterilen Andreas Weigend, artık gücün tüketicilere geçtiğini söylüyor.","27.05.2015 - 21:20"
"1549415442-643","http://www.hurriyet.com.tr/arama/#/?page=8&key=ibm&where=/&how=Article&platform=/&isDetail=false","Samsung Türkiye'de Tansu Yeğen görevini bıraktı                                 Samsung Türkiye'de yıllardır üst düzey görevlerde bulunan Samsung Electronics Türkiye Mobil İş Biriminden Sorumlu Başkan Yardımcısı Tansu Yeğen, şirketten ayrılma kararı aldı.","http://www.hurriyet.com.tr/teknoloji/samsung-turkiyede-tansu-yegen-gorevini-birakti-40872010","Samsung Türkiye'de yıllardır üst düzey görevlerde bulunan Samsung Electronics Türkiye Mobil İş Biriminden Sorumlu Başkan Yardımcısı Tansu Yeğen, şirketten ayrılma kararı aldı.","19.06.2018 - 18:41"
"1549377656-167","http://www.hurriyet.com.tr/arama/#/?page=64&key=ibm&where=/&how=Article&platform=/&isDetail=false","Türk genci ümit veren projesiyle 1,1 milyon dolar sermaye kaptı                                 İnternet’te bilinen ilk sosyal paylaşım ağlarından biri Usenet’tir. Geçmişi 1981 yılına kadar giden bu paylaşım platformunun ilk yıllarında daktilo misali sadece yazılı mesajlar kısıtlı bir kitleyle paylaşılabiliyordu.","http://www.hurriyet.com.tr/gundem/turk-genci-umit-veren-projesiyle-1-1-milyon-dolar-sermaye-kapti-9511265","İnternet’te bilinen ilk sosyal paylaşım ağlarından biri Usenet’tir. Geçmişi 1981 yılına kadar giden bu paylaşım platformunun ilk yıllarında daktilo misali sadece yazılı mesajlar kısıtlı bir kitleyle paylaşılabiliyordu.","25.07.2008 - 00:00"
"1549406384-572","http://www.hurriyet.com.tr/arama/#/?page=16&key=ibm&where=/&how=Article&platform=/&isDetail=false","Bizden daha iyilerine hazır mısınız?                                 Günümüzün en popüler konularından yapay zekâ, makine öğrenimi ve derin öğrenme gibi kavramlar ile iç içe girmiş durumda.","http://www.hurriyet.com.tr/ik-yeni-ekonomi/bizden-daha-iyilerine-hazir-misiniz-40549730","Günümüzün en popüler konularından yapay zekâ, makine öğrenimi ve derin öğrenme gibi kavramlar ile iç içe girmiş durumda.","14.08.2017 - 14:05"
"1549384609-395","http://www.hurriyet.com.tr/arama/#/?page=35&key=ibm&where=/&how=Article&platform=/&isDetail=false","HP koltuğu kaptırdı                                 Kişisel bilgisayar (PC) satışı yapan firmalar listesinde 6 yıldır en üstte olan ABD’li Hewlett Packard(HP), bu unvanını az bir fakla Çinli Lenovo’ya kaptırdı.Piyasa araştırma faaliyetlerinde bulunan Gartner’a göre Lenovo’nun pazar payı üçüncü çeyrekte yaptığı 13.8 milyon ürünlük sevkıyat sonucunda yüzde 15.7 olurken, HP’nin pazar payı ise yüzde 15.5’ta kaldı.","http://www.hurriyet.com.tr/teknoloji/hp-koltugu-kaptirdi-21674561","Kişisel bilgisayar (PC) satışı yapan firmalar listesinde 6 yıldır en üstte olan ABD’li Hewlett Packard(HP), bu unvanını az bir fakla Çinli Lenovo’ya kaptırdı.Piyasa araştırma faaliyetlerinde bulunan Gartner’a göre Lenovo’nun pazar payı üçüncü çeyrekte yaptığı 13.8 milyon ürünlük sevkıyat sonucunda yüzde 15.7 olurken, HP’nin pazar payı ise yüzde 15.5’ta kaldı.","11.10.2012 - 14:24"
"1549397121-491","http://www.hurriyet.com.tr/arama/#/?page=24&key=ibm&where=/&how=Article&platform=/&isDetail=false","1.000 çekirdekli işlemci geliyor                                 1.000 çekirdeği bulunan bu işlemcinin tek özelliği, çekirdeklerinin bol olması değil!","http://www.hurriyet.com.tr/teknoloji/1-000-cekirdekli-islemci-geliyor-40120119","1.000 çekirdeği bulunan bu işlemcinin tek özelliği, çekirdeklerinin bol olması değil!","21.06.2016 - 07:33"
"1549377234-89","http://www.hurriyet.com.tr/arama/#/?page=76&key=ibm&where=/&how=Article&platform=/&isDetail=false","PC mi Mac mi                                 Bir sonraki bilgisayarınız bir PC mi, yoksa bir Mac mi olmalı? İşte avantajlar ve dezavantajlar...","http://www.hurriyet.com.tr/teknoloji/pc-mi-mac-mi-16547094","Bir sonraki bilgisayarınız bir PC mi, yoksa bir Mac mi olmalı? İşte avantajlar ve dezavantajlar...","28.12.2010 - 10:13"
"1549378128-257","http://www.hurriyet.com.tr/arama/#/?page=53&key=ibm&where=/&how=Article&platform=/&isDetail=false","Koç’un değeri 2 milyar dolar arttı, ‘devler ligi’nde ilk 300’de tutundu                                 Fortune Dergisi’nin ‘Global 500’ listesindeki tek Türk şirketi Koç Holding, krizde değerini 2 milyar dolar artırırken ciroda yaşadığı yüzde 34.7’lik kayıpla 273’üncü sıraya indi. Listede zirveye 408 milyar dolar ciro ile Wal-Mart çıktı.","http://www.hurriyet.com.tr/ekonomi/koc-un-degeri-2-milyar-dolar-artti-devler-ligi-nde-ilk-300-de-tutundu-15307028","Fortune Dergisi’nin ‘Global 500’ listesindeki tek Türk şirketi Koç Holding, krizde değerini 2 milyar dolar artırırken ciroda yaşadığı yüzde 34.7’lik kayıpla 273’üncü sıraya indi. Listede zirveye 408 milyar dolar ciro ile Wal-Mart çıktı.","14.07.2010 - 00:00"
"1549377503-140","http://www.hurriyet.com.tr/arama/#/?page=70&key=ibm&where=/&how=Article&platform=/&isDetail=false","45nm işlemciler yolda                                 Intel'in ve AMD'nin yeni 45nm teknolojisi ile üreteceği işlemciler yakında piyasaya çıkıyor.","http://www.hurriyet.com.tr/gundem/45nm-islemciler-yolda-8324764","Intel'in ve AMD'nin yeni 45nm teknolojisi ile üreteceği işlemciler yakında piyasaya çıkıyor.","28.02.2008 - 12:08"
"1549407311-580","http://www.hurriyet.com.tr/arama/#/?page=15&key=ibm&where=/&how=Article&platform=/&isDetail=false","Dünyayı değiştiren 50 şirketten biri Chobani                                  ABD merkezli Fortune Dergisi, her yıl yayınladığı Dünyayı Değiştiren Şirketler listesinde bu yıl Hamdi Ulukaya’nın sahibi olduğu Chobani markasına yer verdi. 50 şirketin yer aldığı listede Chobani 44. sıraya yerleşti.","http://www.hurriyet.com.tr/ekonomi/dunyayi-degistiren-50-sirketten-biri-chobani-40573212","ABD merkezli Fortune Dergisi, her yıl yayınladığı Dünyayı Değiştiren Şirketler listesinde bu yıl Hamdi Ulukaya’nın sahibi olduğu Chobani markasına yer verdi. 50 şirketin yer aldığı listede Chobani 44. sıraya yerleşti.","08.09.2017 - 16:09"
"1549396776-488","http://www.hurriyet.com.tr/arama/#/?page=24&key=ibm&where=/&how=Article&platform=/&isDetail=false","Süper bilgisayarlara süper işlemci geliyor!                                 IBM'in Power9 isimli yeni süper işlemcisi, dünyanın en hızlı süper bilgisayarları listesinde depreme yol açabilir.","http://www.hurriyet.com.tr/teknoloji/super-bilgisayarlara-super-islemci-geliyor-40123124","IBM'in Power9 isimli yeni süper işlemcisi, dünyanın en hızlı süper bilgisayarları listesinde depreme yol açabilir.","28.06.2016 - 07:17"
"1549377791-193","http://www.hurriyet.com.tr/arama/#/?page=61&key=ibm&where=/&how=Article&platform=/&isDetail=false","Ankaralı Zati Sungur’dan İzmirli illüzyonistlere                                 Merkezi ABD’de bulunan Uluslararası İllüzyonistler Birliği’nin (IBM-International Brotherhood of Magicians) İzmir halkası, aralarında İzmir Barosuna kayıtlı avukat Yavuz Oran’ın da bulunduğu 10 illüzyonist tarafından kuruldu.","http://www.hurriyet.com.tr/ankarali-zati-sungur-dan-izmirli-illuzyonistlere-12881274","Ankaralı Zati Sungur’dan İzmirli illüzyonistlere","null"
"1549377805-196","http://www.hurriyet.com.tr/arama/#/?page=61&key=ibm&where=/&how=Article&platform=/&isDetail=false","Teknoloji devinden jet cevap                                 HP'nin bilgisayar bölümünü satın alacağı konuşulan dev şirketten jet cevap geldi.","http://www.hurriyet.com.tr/teknoloji/teknoloji-devinden-jet-cevap-18583216","HP'nin bilgisayar bölümünü satın alacağı konuşulan dev şirketten jet cevap geldi.","26.08.2011 - 09:30"
"1549415543-644","http://www.hurriyet.com.tr/arama/#/?page=8&key=ibm&where=/&how=Article&platform=/&isDetail=false","İŞ VE EKONOMİ DÜNYASININ GÜNDEMİ                                 İŞ VE EKONOMİ DÜNYASININ GÜNDEMİ","http://www.hurriyet.com.tr/is-ve-ekonomi-dunyasinin-gundemi-40836836","İŞ VE EKONOMİ DÜNYASININ GÜNDEMİ","null"
