web-scraper-order,web-scraper-start-url,tarih,link,link-href,intro
"1600195312-27","https://www.hurriyet.com.tr/arama/#/?page=248&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.11.2014","Gerginliğe en az ihtiyacımız olan bugünlerde...","","Çok gerginiz. Futbol sahasından trafiğe, siyasetten sosyal medyaya kimse birbirine tahammül edemiyor. Türkiye’nin farklı eğilimlerden düşünürlerine iki soru yönelttik: Toplumdaki gerginliğin nedeni ne? Bu durum nasıl çözülür?"
"1600195310-13","https://www.hurriyet.com.tr/arama/#/?page=249&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.5.2012","Uluslararası Af Örgütü'nden Türkiye'ye eleştiri","","Uluslararası Af Örgütü (Amnesty International) Türkiye'yi, ""söz verilen anayasal ve yasal reformları gerçekleştirmediği"" gerekçesiyle eleştirdi."
"1600195431-556","https://www.hurriyet.com.tr/arama/#/?page=195&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.6.2015","Aspim Kadına Şiddet Semineri Düzenledi","",""
"1600195598-1302","https://www.hurriyet.com.tr/arama/#/?page=120&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.8.2019","Kadına sokak ortasında tekme ve tokatlı saldırı","","ANKARA'nın Mamak ilçesinde, kimliği belirsiz kişi, sokak ortasında tartıştığı kadına tekme ve tokat attı. Bir grup mahalle sakini, sokağa inerek, saldırgana tepki gösterip, olay yerinden uzaklaştırdı."
"1600195851-2447","https://www.hurriyet.com.tr/arama/#/?page=6&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","5.8.2020","Kamera görüntülerini izleyince şoke oldular! İstiklal Gazisinin eşine şiddet","","Ankara'da, bakıcı R.K.'nin (60) sağlık sorunları nedeniyle yatağa bağımlı olarak evde bakım hizmeti alan Hediye Canefe'yi (95) yemek yedirmeye çalıştığı esnada tokat atıp, ağzına bardakla vurduğu anlar güvenlik kamerasına yansıdı. Hediye Canefe'nin yeğenleri Oğuz Ö. (68) ve Şükran K. (65), R.K. hakkında şikayetçi oldu. Şükran K., ""Hepimizin düşeceği yol bu. Biz halen daha olayın şokunu üzerimizden atmış değiliz. Çok şaşkınız, çok acı. Bu bir insanın yapabileceği bir davranış değil"" dedi."
"1600195565-1157","https://www.hurriyet.com.tr/arama/#/?page=135&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.2.2020","Son dakika haberleri: Kadir Şeker davasında Özgür Duran’ın annesi ilk kez konuştu","","Konya’da bir parkta Kadir Şeker adlı öğrenciyle aralarında, bir kadının şiddete maruz kalmasından kaynaklı çıkan tartışma ve arbede neticesinde bıçaklanarak hayatını kaybeden Özgür Duran’ın annesi Hürriyet’e konuştu. Mübeyyen Güner Dalkılıç oğlu ile ‘evli bir kadın’ olan Ayşe D. ile birlikte olduğu için 5 aydır görüşmediğini anlatarak ‘Ayşe cenazeye gelmedi, madem Özgür onu evde dövdü, neden barışmak için parka çağırdı’ diyerek tepki gösterdi. Dalkılıç ‘Ben bilinçli bir cinayet olduğunu düşünüyorum. Sonuna kadar takip edeceğim’ dedi."
"1600195669-1629","https://www.hurriyet.com.tr/arama/#/?page=88&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.2.2015","İnadına mini etek desinler","","Cumhurbaşkanı Tayyip Erdoğan, “Varsın onlar ‘İnadına dekolte, inadına mini etek’ diye feveran etsinler. Biz TÜRGEV ile, diğer vakıflarımızla, derneklerimizle birlikte inancına, tarihine, kültürüne bağlı nesiller, düşünen, tartışan, üreten gençler yetiştirmek için çalışmaya, çabalamaya devam edeceğiz” dedi. TÜRGEV’in toplu yurt açılış törenine katılan Erdoğan, özetle şunları söyledi:"
"1600195349-189","https://www.hurriyet.com.tr/arama/#/?page=232&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2013","Koruma altındaki kadına 7 kurşun","","Bugün Dünya Kadınlar Günü ama Türkiye'nin dört bir yanında yine kadınlara karşı şiddet olayları yaşandı. Onlardan biri de 1 çocuk annesi Nazlı Aydın'dı. İddialara göre koruma altındaki 27 yaşındaki kadın, otomobilinde 7 kurşunla vurularak öldürüldü."
"1600195531-1004","https://www.hurriyet.com.tr/arama/#/?page=150&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","25.11.2015","Müftü Koçak: “Kadın Erkeğin Hasmı Değildir”","","YRD. DOÇ. DR. EMİNE NEŞE YENİÇERİ AÇIKLAMA YAPTI"
"1600195387-352","https://www.hurriyet.com.tr/arama/#/?page=215&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.12.2014","VAKAD, 2014 yılı verilerini açıkladı","","- VAKAD 2014 yılına ilişkin derneğe yapılan kadına yönelik şiddet, boşanma, ayrılma, taciz, cinsel saldırı, intihar başvurularıyla ilgili faaliyet raporunu açıkladı"
"1600195373-295","https://www.hurriyet.com.tr/arama/#/?page=221&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.9.2018","Kaybolmamış koca dayağından kaçmış","","MUĞLA’nın Bodrum ilçesinde eşinin kayıp başvurusunda bulunduğu Ayşe Gül Yılmaz (28) ortaya çıktı."
"1600195848-2440","https://www.hurriyet.com.tr/arama/#/?page=7&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.8.2020","Eğlence mekanında darp iddiasında yeni gelişme","","Balıkesir'in Ayvalık ilçesinde Açelya Nisa Çelik'in (21) dövüldüğünü öne sürüp şikayetçi olduğu işletmenin sahibi Mukaddes Altunbaş (37) asıl kendilerinin darp edildiğini iddia etti. Çelik ve annesiyle 2 arkadaşının alkollü olduğunu ve sürekli sorun çıkarttıklarını söyleyen Altunbaş, kafasına bardak atıldığını belirtti. Mukaddes Altunbaş darp raporu alıp Açelya Nisa Çelik ve annesi Lili Darçiya'dan şikayetçi olduklarını ifade etti."
"1600195473-745","https://www.hurriyet.com.tr/arama/#/?page=176&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","26.11.2015","Kadın hakim bunu yaparsa","","Boşanmak isteyen karısını 3 kurşunla yaralayan kocayla ilgili davada kadın hâkim, daha ilk duruşmada, mahkemeye bile gelmeyen sanığa iyi hal indirimi yapıp, suç işlemeyeceği kanaatiyle cezasını erteledi."
"1600195431-555","https://www.hurriyet.com.tr/arama/#/?page=195&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","23.11.2016","Özbek eşini hastanelik eden koca tutuklandı","","Özbek eşini hastanelik eden koca tutuklandı"
"1600195418-495","https://www.hurriyet.com.tr/arama/#/?page=201&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","9.3.2015","Üniversite Öğrencileri Kadına Yönelik Şiddete Dikkat Çekti","","NEVŞEHİR’İN ÜRGÜP İLÇESİNDE, ÜRGÜP SEBAHAT VE EROL TOKSÖZ MESLEK YÜKSEKOKULU GÖSTERİ SANATLARI TOPLULUĞU TARAFINDAN CUMHURİYET MEYDANINDA ‘KADINA ŞİDDETE HAYIR VE KADIN HİKAYELERİ’ KONULU GÖSTERİ YAPILDI."
"1600195676-1653","https://www.hurriyet.com.tr/arama/#/?page=85&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","14.7.2014","Pilottan karısına şiddet  davası","","Pilot Arif E. eşinin kendisine şiddet uyguladığı iddiasıyla koruma istedi.Asıl şiddeti kendisini gördüğünü söyleyen kadına nafaka bağlandı."
"1600195833-2361","https://www.hurriyet.com.tr/arama/#/?page=14&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","15.7.2020","Rubato grubunun solisti Özer Arkun: Burcu’dan özür dilerim","","RUBATO grubunun solisti Özer Arkun, evlilik hazırlığı yaptığı Burcu Yılmaz’ı darp ettiği iddialarının ardından sosyal medyadan ikinci kez açıklama yaptı."
"1600195545-1061","https://www.hurriyet.com.tr/arama/#/?page=144&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","12.7.2018","Kadın Kuruluşları Birliği'nden eğitime destek","","Kadın Kuruluşları Birliği'nden eğitime destek"
"1600195785-2145","https://www.hurriyet.com.tr/arama/#/?page=36&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.4.2013","'Devlet beni korumadı'","","İzmir’in Çiğli İlçesi’nde çocuklarını görmek amacıyla gittiği evde ayrıldığı 33 yaşındaki Sema Öztürk’ü, 14 yaşındaki kızının gözü önünde defalarca bıçaklayan Şahin S. hala bulunamadı. Hastanede tedavisi süren Öztürk, ""Şikayetim üzerine eve gelen ekipler, koruma kararı çıkartmama rağmen Şahin S.’yi evimden uzaklaştırmadı. 'Çocuklarını görmeye gelmiş, bırak görsün' denildi. Ben devlete sığındım ama devlet beni koruyamadı"" dedi."
"1600195594-1285","https://www.hurriyet.com.tr/arama/#/?page=122&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","23.1.2018","'Tornavidayı saplarken zevk alıyordu'","","Esenler’de yaklaşık 2 yıl önce kendisini ağır yaralayan 24 yaşındaki eşi Davit G.’nin 3,5 yıla kadar hapis istemiyle yargılandığı duruşmada konuşan Büşra G. “Bana tornavidayı saplarken resmen zevk alıyordu” dedi."
"1600195685-1693","https://www.hurriyet.com.tr/arama/#/?page=81&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.4.2017","Eşini 6 bıçak darbesiyle katletti, kendini böyle savundu","","KKTC'de 18 Nisan'da eşi Burcu Okumuş'u 6 bıçak darbesiyle öldüren ve ardından kendi yaralayan Özgür Okumuş taburcu edildi. Magosa Kaza Mahkemesi'ne çıkarılan Okumuş, ""Aldattığını düşündüğüm için yaptım"" dedi. Talihsiz kadının acılı babası, “Kızıma gözüm gibi baktım, bu evliliğine karşı çıktım, asalak kocası benim gönderdiğim parayla yaşıyordu” demişti."
"1600195716-1838","https://www.hurriyet.com.tr/arama/#/?page=67&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2016","Kadın buluşması","","Arzu Sabancı, Feryal Gülman, Erkan Petekkaya, Nur Batur, Prof. Dr. Reha Yavuzer ve yazar Aret Vartanyan, TED’in 8 Mart kadınlar Günü nedeniyle düzenlediği “Karanlıkta kaybolacağına, Bir Mum Yak işte Kadın Olmak” konulu söyleşiye katıldı."
"1600195787-2158","https://www.hurriyet.com.tr/arama/#/?page=35&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","1.12.2011","Kadına şiddet için 100 kişilik özel ekip","","İstanbul’da kadına yönelik şiddet olaylarına müdahale etmek için ""100 polislik özel bir ekip"" oluşturuldu. Özel eğitim alan bu polisler, çalıştıkları ilçelerde kadına şiddet olaylarına müdahale edecek. Eğitim sırasında polislere ""ilk müracaatı nasıl alacakları"", ""kadınlara sorulacak sorular"" gibi bilgiler verildi."
"1600195355-213","https://www.hurriyet.com.tr/arama/#/?page=229&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","27.8.2019","Kulüpleri sosyal medya yönetiyor","","Bedava biletle beslenen taraftarın yerini aldı."
"1600195674-1649","https://www.hurriyet.com.tr/arama/#/?page=86&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","1.3.2011","Paşalı davası ağır aksak","","Boşandığı kocası tarafından boğazı kesilerek öldürülen Ayşe Paşalı’yla ilgili dava ağır ilerliyor. Dünkü duruşmada sanığın akıl sağlığı raporu için 20 gündür cezaevinden Adli Tıp’a sevk edilmediği ortaya çıktı."
"1600195585-1249","https://www.hurriyet.com.tr/arama/#/?page=126&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","19.11.2019","Öldürenin cezası yanına kâr kalıyor, kadın cinayetleri BİTMİYOR","","Sevgilisini öldüren Mustafa Çakan’ın cezası iyi hal, haksız tahrik gibi gerekçelerle müebbetten 15 yıla kadar inerken, aynı gün ülkenin başka kentlerinde de kadınlar katledildi."
"1600195707-1796","https://www.hurriyet.com.tr/arama/#/?page=71&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","17.11.2011","Yazdıklarımı yaşamış olsaydım şimdi hastanede olurdum","","Mine Söğüt, Yapı Kredi Yayınları’ndan çıkan ilk öykü kitabı Deli Kadın Hikâyeleri’nde ‘kadınlıkla lanetlenmiş bir varoluş hezeyanı’ anlatıyor. Saçlarının ve ayaklarının ucu arasında olup biten şeylerden ibaret, doğurmaya mahkûm, çocuklarını kaybetmekle mühürlü kadınları; ensest mağdurlarını, erkekleri, travestileri... Kadın veya erkek olsun, her okurun taşıdığı insanî çelişkilere göre yeniden anlamlanacak, böylece tekrar tekrar yazılacak 21 tane öykü bırakıyor masamızın üzerine. Eşi Bahadır Baruter’in çizimleriyle daha da ‘rahatsız edici’ hâle gelen kitabı, ‘delirerek ölenlere’ ithaf ediyor yazar. Mine Söğüt’le deli kadın hikâyelerini konuştuk."
"1600195585-1250","https://www.hurriyet.com.tr/arama/#/?page=126&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.11.2019","22 Kasım Cuma Hutbesi'nin konusu nedir? Cuma namazı nasıl kılınır?","","Müslümanlar için mübarek olan cuma gününün gelmesiyle, ""cuma namazı nasıl kılınır?"" sorusunun yanıtı, cuma namazı ibadetini idrak etmeye hazırlanan vatandaşlar tarafından merak konusu oldu. Cuma Hutbesi'nin okunmasının ardından vatandaşlar, cuma namazında aynı anda saf tutacaklar. Peki, 22 Kasım Cuma Hutbesi'nin konusu nedir? İşte, Diyanet'in yayımladığı Cuma Hutbesi'nin konusu ve cuma namazının kılınışı."
"1600195731-1905","https://www.hurriyet.com.tr/arama/#/?page=60&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","3.3.2016","Kadına şiddete karşı adres eczane","","HÜRRİYET gazetesi ve Tüm Eczacı Kooperatifler Birliği (TEKB) işbirliğiyle başlatılan ‘Şiddet bir suçtur’ kampanyası çerçevesinde 8 Mart Dünya Kadınlar Günü’nden itibaren Türkiye çapında yaklaşık 14 bin eczanede eczacılar tarafından kadınlara şiddete uğramaları durumunda başvurabilecekleri kurumlarla ilgili bilgi verilecek."
"1600195837-2384","https://www.hurriyet.com.tr/arama/#/?page=12&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","23.7.2020","Meclis'te Tuma Çelik gerilimi: Tecavüzcüleri koruma","","HDP’li iki milletvekilinin eşe şiddet ve tecavüzle suçlandığı olaylar Meclis Genel Kurulu’nda tartışılırken HDP ile AK Parti grupları karşı karşıya geldi."
"1600195705-1781","https://www.hurriyet.com.tr/arama/#/?page=72&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","7.11.2014","Konseyden kadınlara hak eğitimi","","Polatlı Belediyesi Kent Konseyi kırsal mahallelerde kadınlara haklarını anlatıyor."
"1600195618-1391","https://www.hurriyet.com.tr/arama/#/?page=111&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.8.2017","17 yıldır eşinden görmediği şiddet kalmadı, 11 parmağı kesildi","","17 yıldır eşinden görmediği şiddet kalmadı, 11 parmağı kesildi"
"1600195556-1120","https://www.hurriyet.com.tr/arama/#/?page=139&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","1.5.2018","Yatakta eşini çekiçle öldürdü; 'Hiç pişman değilim' dedi","","ÇORUM'da 40 yıllık eşi Hanife Bicil’i (64) yatakta başına çekiçle vurarak öldüren Ali Bicil (64), emniyetteki işlemlerinin ardından adliyeye sevk edildi. Bicil, gazetecilerin ""Pişman mısızın?"" sorusuna, ""Hiç pişman değilim"" diye yanıt verdi."
"1600195720-1851","https://www.hurriyet.com.tr/arama/#/?page=65&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.10.2011","""Bu eğitim sistemiyle kadın sorunu çözülemez""","","AİLE ve Sosyal Politikalar Bakanı Fatma Şahin, bugünkü düzende temel sorunun kadının yaşam hakkı olduğunu belirterek, erkeği ve kadınıyla topyekün mücadele çağrısı yaptı. Bakan Şahin, ""Babayı gazete okutup anneyi mutfakta tutan bir eğitim sistemi devam ettiği sürece bunlar çözülemez. Gazete okunacaksa kadın erkek beraber okuyacak, mutfağa girilecekse kadın erkek beraber girecek"" dedi."
"1600195383-333","https://www.hurriyet.com.tr/arama/#/?page=217&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.10.2016","'Katil koca indirimi Google’a soruyor'","","Kadın cinayetlerinde ‘İyi hal indirimi’ ve ‘Haksız tahrik indirimi’ uygulanmasına karşı olduğunu söyleyen Avukat Feyza Altun, dava süreçlerinde yapılan indirimlerin tepki topladığını ve kamuoyundan gelen bu tepkilerin işe yaradığını belirtti. Altun, ""Örneğin bir davada karısını öldüren kocanın hangi hallerde indirim alırım diye Google’dan araştırma yaptığını gördük"" dedi."
"1600195650-1537","https://www.hurriyet.com.tr/arama/#/?page=97&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","30.3.2018","Işılay Saygın: Kadına şiddet, istismar konularında kanunlar yeterli ama uygulayıcılar yetersiz","","Işılay Saygın: Kadına şiddet, istismar konularında kanunlar yeterli ama uygulayıcılar yetersiz"
"1600195760-2038","https://www.hurriyet.com.tr/arama/#/?page=47&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","8.3.2013","Ağzına sağlık be Tarkan!","","Ağzına sağlık be Tarkan!"
"1600195776-2110","https://www.hurriyet.com.tr/arama/#/?page=40&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","11.12.2011","Mardin'den, sporda uluslararası “hamle”","","Mardin ili, spor alanında ilk uluslararası “hamle”sini yapmaya hazırlanıyor."
"1600195734-1917","https://www.hurriyet.com.tr/arama/#/?page=59&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","10.3.2010","Güldünya'lar için dev buluşma","","Cihan Okan, Ferhat Göçer, Kenan Doğulu, Mirkelam&Kargo, Mustafa Ceceli, Teoman, Yalın ve Yüksek Sadakat, “İkinci Güldünya Konseri”nde şarkılarını şiddet mağduru kadınlar için söyledi."
"1600195478-763","https://www.hurriyet.com.tr/arama/#/?page=174&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","21.3.2018","Sağlıklı yaşam araçları 10 milyon kişiye ulaştı","","Sağlıklı yaşam araçları 10 milyon kişiye ulaştı"
"1600195527-984","https://www.hurriyet.com.tr/arama/#/?page=152&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","24.11.2015","CHP Denizli Milletvekili Basmacı’dan Kadın Şiddet Açıklaması","",""
"1600195515-937","https://www.hurriyet.com.tr/arama/#/?page=157&key=kad%C4%B1na%20%C5%9Fiddet&where=/&how=Article&platform=/&isDetail=false","13.6.2018","Talat Bulut'a bir şok daha!","","Yasak Elma setinde yaşanan 'taciz skandalı’nın yankıları sürüyor."
